author,ping_lun,publisher,title,tui_jian
王小波,328971条评论,北京十月文艺出版社,沉默的大多数（爱智慧、爱自由、反对愚蠢，读王小波的“上头之选”！依据王小波手稿、生前定稿修订多年讹误，SHOU度以读者视角排定蕞佳阅读顺序。）,"
    		【李佳琦推荐】3-6岁儿童性教育启蒙立体科普书！超好玩、全面的人体百科，翻翻、转转、拉拉、触摸等多重趣味互动环节，让孩子爱上阅读，爱上探索！ 乐乐趣科普阅读翻翻书    	"
张嘉佳,1344201条评论,湖南文艺出版社,云边有个小卖部（陆定昊诚挚推荐，随书附赠云边镇四季明信片和张嘉佳作词单曲彩蛋）,"
    		写给陪伴我们的人，写给每个人心中的山和海。如果你有时间打开，那请给我一个机会，陪伴你度过安静的阅读时光。随书附赠云边镇四季明信片和张嘉佳作词单曲彩蛋。    	"
余华,497747条评论,新星出版社,第七天（2018版）,"
    		比《活着》更绝望，比《兄弟》更荒诞，获华语文学传媒大奖·年度杰出作家    	"
苏缨,4442条评论,湖南文艺出版社,人间词话精读：大师笔下绝美诗词品鉴（苏缨解读，王国维经典《人间词话》）,"
    		1-9年级书目王国维《人间词话》——苏缨赏读经典之一，诗词品鉴圣手六十万言妙笔细读，融会中西诗学、海量诗词知识。从《诗经》到纳兰词，一部蔚为壮观的词的历史    	"
钱钟书,1201451条评论,人民文学出版社,围城,"
"
亚历山德拉米热林斯卡,147415条评论,贵州人民出版社,地下水下-手绘百科绘本,"
    		《地图》作者代表作品，探索地下水下的生动“地图”。 大开本，炫酷的正反面阅读方式，一书两读，一切关于地下水下的秘密尽在翻转间！（蒲公英童书馆）    	"
余华,26982条评论,北京十月文艺出版社,在细雨中呼喊（精装版）,"
    		央视《朗读者》推荐，余华长篇小说，2018新版精装典藏。    	"
珍妮特·温特森,215756条评论,北京联合出版有限公司,橘子不是唯一的水果,"
    		橘子不是唯 一的水果，你的人生，还有别的可能！张悦然、蒋方舟、任晓雯、刘瑜一致推荐的当代英国天才女作家 。一部大胆的、光芒四射的小说。就天赋与灵气而言，少有作家能与珍妮特·温特森相比！    	"
毛姆,152155条评论,时代文艺出版社,面纱（毛姆关于女性精神觉醒的经典作品，三次改编成电影。2018全新编校+无删减全译本）,"
    		毛姆笔下“一部以故事情节而不是以人物为发展契机的小说”。一场乱世爱情，一幕婚外恋，一个女人关于爱与自我的救赎。在书中收获爱情与自由的真谛。    	"
乔安娜柯尔,1335383条评论,贵州人民出版社,神奇校车·桥梁书版（全20册）,"
    		幼小衔接升级阅读，科普“桥梁书”匠心之作，跟随神奇校车继续科学冒险之旅，校车迷不可错过的独立阅读读本！（蒲公英童书馆）    	"
罗兰·米勒,88274条评论,人民邮电出版社,亲密关系（第6版）,"
    		百科全书式的两性心理学专著，《亲密关系》一定能让你的亲密关系获益！    	"
余华,310833条评论,北京十月文艺出版社,文城（余华新书，时隔8年重磅归来，《活着》之后又一精彩力作）,"
    		余华时隔8年重磅新作！写《活着》的余华又回来了！人生就是自己的往事和他人的序章。关于一个人和他一生的寻找，以及一群人和一个汹涌的年代。精彩过瘾，不负等待！易烊千玺挚爱作家。    	"
艾瑞克·利温,314264条评论,文汇出版社,皮特猫·3~6岁好性格养成书：第一辑（共6册）（乐观、积极、开朗……荣获19项大奖的好性格榜样，在美国家喻户晓）,"
    		“皮特猫哭了吗？不，他才不哭哪。” 美国儿童图书馆协会推荐，荣获苏斯博士银奖等19项童书大奖，《纽约时报》畅销书，在美国家喻户晓，几乎每个孩子都在读。好性格养成就看这一套！小读客出品    	"
安东尼,845136条评论,河北教育出版社,我爸爸+我妈妈（全2册）——清华附小推荐经典儿童绘本 ！（启发童书馆出品）,"
    		★多年入选小学推荐阅读书目★清华附小推荐★邓超微博推荐的绘本上线啦：《我不敢说，我怕被骂》《我喜欢自己》《是谁嗯嗯在我的头上》《爱打嗝的斑马》 邓超微博强烈推荐  新的一年带给孩子更多勇气和自信绘本    	"
刘润,87037条评论,机械工业出版社,底层逻辑：看清这个世界的底牌,"
    		著名商业顾问刘润为你准备的一整套思维框架，助你启动“开挂人生”。与50万学员、190万公众号读者一同学习底层逻辑，远离竞争、获得指数级成长、聪明地获得财富……在千变万化的复杂世界中如鱼得水。    	"
阿克塞尔·舍夫勒,129164条评论,外语教学与研究出版社,小小聪明豆绘本系列:波西和皮普(套装共7册),"
    		聪明豆绘本系列低幼篇，汇集世界经典低幼图画书，让孩子在故事中体会一个个甜蜜的成长烦恼，为童年留下暖心的美丽回忆    	"
五味太郎,265477条评论,新星出版社,五味太郎：小金鱼逃走了,"
    		火遍小红书的五味太郎经典之作，日本销量达300万册。小金鱼逃走了，它会藏到哪呢？在寻找过程中提升宝宝的观察力、专注力和认知能力，感受探索乐趣，还能数学启蒙！益智书+玩具书+游戏书，育儿大V香蕉妈妈力荐    	"
豆豆,385861条评论,作家出版社,遥远的救世主（天道原著王志文主演电视剧畅销遥远的救世主作者豆豆三部曲之一）,"
    		豆瓣评分9.2分国产神剧《天道》原著小说    	"
高野和明,265705条评论,上海文艺出版社,消失的13级台阶（罗翔推荐！荣获日本推理小说至高荣誉江户川乱步奖！是否值得为一场痛快的复仇，陪葬掉自己的人生？）,"
    		日本推理女王宫部美雪好评盛赞！作者高野和明曾获日本推理作家协会奖。本书荣获周刊文春“推理小说BEST10”第2名。入围“这本推理小说了不起”榜单。扑朔迷离的案件背后，是对死刑制度的探讨。读客熊猫君出品    	"
福田纯子,118242条评论,海豚出版社,心灵教科书绘本系列：西兰花先生的理发店（教会孩子：敢于打破常规思维，培养创新意识）丁虹绘本馆出品[3-6岁],"
    		日本精选绘本大赛优 秀奖得主福田纯子倾情奉献。知名阅读推广人、中科院儿童心理学专家徐静琰真诚推荐。教会孩子：敢于打破常规，培养创新意识；告诉大人：有时候，孩子也是我们的老师。附赠大幅实用导读。    	"
安托万·德·圣埃克苏佩里,1505304条评论,天津人民出版社,小王子（罗翔老师推荐阅读，李继宏口碑译作，作者基金会官方认证简体中文版）【果麦经典】,"
    		新旧版本封面随机发货。法国“圣埃克苏佩里基金会”官方认证，正版图片库支持，翻译家李继宏力作，制作精美，王一博、宁静优选版本，一部写给所有人的童话，万字导读彩插带你真正读懂小王子。果麦出品    	"
罗翔,67221条评论,中国法制出版社,圆圈正义,"
    		B站粉丝逾2000万的罗翔教授讲解法律义理、评说热点案件、分享求学感悟。得到APP创办人罗振宇强烈推荐，政法学院学子人手，全专业新生推荐阅读。    	"
柳萍,184969条评论,吉林美术出版社,画给孩子的中国历史 : 精装彩绘本（地图里的上下五千年，孩子拿起来就放不下。）,"
    		（精装漫画彩绘本，一本书让孩子轻松通晓五千年中国史！19条历史脉络，从上古时期到明清，每个朝代都附有疆域地图，图文并茂，通俗有趣！了解历史知识，开阔胸襟和眼界。）    	"
安托万·德·圣埃克苏佩里,1505304条评论,天津人民出版社,小王子（罗翔老师推荐阅读，李继宏口碑译作，作者基金会官方认证简体中文版）【果麦经典】,"
    		新旧版本封面随机发货。法国“圣埃克苏佩里基金会”官方认证，正版图片库支持，翻译家李继宏力作，制作精美，王一博、宁静优选版本，一部写给所有人的童话，万字导读彩插带你真正读懂小王子。果麦出品    	"
罗翔,67221条评论,中国法制出版社,圆圈正义,"
    		B站粉丝逾2000万的罗翔教授讲解法律义理、评说热点案件、分享求学感悟。得到APP创办人罗振宇强烈推荐，政法学院学子人手，全专业新生推荐阅读。    	"
张嘉骅,1183876条评论,青岛出版社,少年读史记（套装全5册）,"
    		精巧32开本。荣获第六届中华优秀出版物奖 ；史学、文学、哲学、国学一次到位，台湾著名儿童文学作家张嘉骅倾力打造更适合孩子阅读的《史记》！    	"
兰小欢,83538条评论,上海人民出版社,置身事内：中国政府与经济发展（罗永浩、罗振宇、何帆、刘格菘、张军、周黎安、王烁联袂推荐，复旦经院毕业课）,"
    		得到年度书单Top10！从微观机制到宏观现象，双重维度认识中国经济中的政府。搭建经济学理论与中国发展实际之间的桥梁，打通学界前沿研究与业界实证案例，解锁看懂政经消息的全新视角！    	"
加西亚·马尔克斯,2080953条评论,南海出版公司,马尔克斯：百年孤独（50周年纪念版）,"
    		新版典藏内封。加西亚·马尔克斯代表作，惟一正式中文版，未作任何删节，发行量超800万册！    	"
东野圭吾,1947162条评论,南海出版公司,东野圭吾：白夜行（易烊千玺、孟非推荐，东野圭吾作品无冕之王）,"
    		易烊千玺、罗云熙、张子枫推荐，东野圭吾作品无冕之·王。我一直走在白夜里，从来就没有太阳，所以不怕失去。中文版发行量超600万册。    	"
哈珀·李,616128条评论,译林出版社,杀死一只知更鸟（豆瓣9.2，关于勇气与正义的成长教科书，影响全球5000万家庭的“教养宝典”，奥巴马、贝克汉姆、奥普拉鼎力推荐）,"
    		豆瓣9.2高分！豆瓣外国小说Top100第13名！写出孩子心中直觉的是非观念，社会公正。阐释正义，勇气，赤子之心！罗翔推荐，罗翔书单推荐。    	"
陈行甲,72079条评论,人民日报出版社,在峡江的转弯处：陈行甲人生笔记（南方周末、万圣书园2021十大好书）(新旧版随机发货),"
    		经历过辉煌与荒芜，忠于灵魂，重启人生。 他的人生之路，远看是前行，近看是归乡。全国优秀县委书记陈行甲自传体随笔。团购电话：4001066666转6    	"
刘慈欣,1817698条评论,重庆出版社,三体：全三册 刘慈欣代表作，亚洲“雨果奖”获奖作品！,"
    		《三体》第73届世界科幻雨果奖获奖作品，银河奖特别奖，《三体3》轨迹奖长篇科幻小说！2017年世界雨果奖提名作品。    	"
希阿荣博堪布,653406条评论,海南出版社,次第花开 修订版,"
    		2017全新修订，新增上师数千字再版序言.希阿荣博堪布的现代心灵开示，解开藏人精神愉悦的秘密。陈坤、张嘉译、任鲁豫、李修平、樊登、马未都、何东、程然等盛情推荐.    	"
